epoch,step,test_AUC,test_accuracy,test_accuracy_macro,test_accuracy_normal,test_accuracy_pac,test_accuracy_pvc,test_f1,test_f1_macro,test_f1_normal,test_f1_pac,test_f1_pvc,test_loss,test_ppv,test_ppv_macro,test_ppv_normal,test_ppv_pac,test_ppv_pvc,test_sensitivity,test_sensitivity_macro,test_sensitivity_normal,test_sensitivity_pac,test_sensitivity_pvc,test_specificity,test_specificity_macro,test_specificity_normal,test_specificity_pac,test_specificity_pvc,train_AUC,train_accuracy,train_accuracy_macro,train_accuracy_normal,train_accuracy_pac,train_accuracy_pvc,train_f1,train_f1_macro,train_f1_normal,train_f1_pac,train_f1_pvc,train_loss,train_ppv,train_ppv_macro,train_ppv_normal,train_ppv_pac,train_ppv_pvc,train_sensitivity,train_sensitivity_macro,train_sensitivity_normal,train_sensitivity_pac,train_sensitivity_pvc,train_specificity,train_specificity_macro,train_specificity_normal,train_specificity_pac,train_specificity_pvc,valid_AUC,valid_accuracy,valid_accuracy_macro,valid_accuracy_normal,valid_accuracy_pac,valid_accuracy_pvc,valid_f1,valid_f1_macro,valid_f1_normal,valid_f1_pac,valid_f1_pvc,valid_loss,valid_ppv,valid_ppv_macro,valid_ppv_normal,valid_ppv_pac,valid_ppv_pvc,valid_sensitivity,valid_sensitivity_macro,valid_sensitivity_normal,valid_sensitivity_pac,valid_sensitivity_pvc,valid_specificity,valid_specificity_macro,valid_specificity_normal,valid_specificity_pac,valid_specificity_pvc,phase
12,1598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9696590304374696,0.888066291809082,0.888066291809082,0.910442054271698,0.9478095173835754,0.8059473633766174,0.8871152997016907,0.8871152997016907,0.8960990309715271,0.9281850457191468,0.8370619416236877,0.2978133857250213,0.8874109387397766,0.8874109387397766,0.8822008967399597,0.9093567132949828,0.8706754446029663,0.888066291809082,0.888066291809082,0.910442054271698,0.9478095173835754,0.8059473633766174,0.944042980670929,0.944042980670929,0.9392149448394777,0.9527348875999452,0.9401791095733644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090260863304138,0.5392541289329529,0.5392541289329529,0.9844290614128112,0.050000000745058,0.5833333134651184,0.5666953921318054,0.5666953921318054,0.9623678922653198,0.0799999982118606,0.6577181220054626,0.3257595896720886,0.6317066550254822,0.6317066550254822,0.9412738084793092,0.2000000029802322,0.7538461685180664,0.5392541289329529,0.5392541289329529,0.9844290614128112,0.050000000745058,0.5833333134651184,0.8640361428260803,0.8640361428260803,0.6223404407501221,0.9969788789749146,0.9727891087532043,
13,1721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9741572737693788,0.9042240977287292,0.9042240977287292,0.9322162866592408,0.9580472707748412,0.8224085569381714,0.9033401608467102,0.9033401608467102,0.9110532402992249,0.9432970285415648,0.8556700944900513,0.2648107409477234,0.9038531184196472,0.9038531184196472,0.8908296823501587,0.9289940595626832,0.8917355537414551,0.9042240977287292,0.9042240977287292,0.9322162866592408,0.9580472707748412,0.8224085569381714,0.9521061778068542,0.9521061778068542,0.9428135752677916,0.963428556919098,0.9500762224197388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8907861709594727,0.56846684217453,0.56846684217453,0.887543261051178,0.050000000745058,0.7678571343421936,0.5236606597900391,0.5236606597900391,0.9272480607032776,0.0465116277337074,0.5972222089767456,0.4337126016616821,0.5009288191795349,0.5009288191795349,0.9706717133522034,0.0434782616794109,0.4886363744735718,0.56846684217453,0.56846684217453,0.887543261051178,0.050000000745058,0.7678571343421936,0.9012313485145568,0.9012313485145568,0.835106372833252,0.9833837151527404,0.8852040767669678,
14,1844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975080907344818,0.9024409651756288,0.9024409651756288,0.9344761967658995,0.9492946863174438,0.8235518336296082,0.9015668034553528,0.9015668034553528,0.919415295124054,0.929104506969452,0.8561806678771973,0.2622269988059997,0.9020296931266784,0.9020296931266784,0.9048321843147278,0.9097552299499512,0.8915016651153564,0.9024409651756288,0.9024409651756288,0.9344761967658995,0.9492946863174438,0.8235518336296082,0.951219379901886,0.951219379901886,0.950829029083252,0.9529434442520142,0.9498856663703918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9060229659080504,0.548344075679779,0.548344075679779,0.987889289855957,0.050000000745058,0.6071428656578064,0.5787504315376282,0.5787504315376282,0.965342342853546,0.0909090936183929,0.6800000071525574,0.2995482981204986,0.7388429641723633,0.7388429641723633,0.9438016414642334,0.5,0.7727272510528564,0.548344075679779,0.548344075679779,0.987889289855957,0.050000000745058,0.6071428656578064,0.8706774711608887,0.8706774711608887,0.6382978558540344,0.9992446899414062,0.9744898080825806,
15,1967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.976277768611908,0.9088050723075868,0.9088050723075868,0.9428135752677916,0.9542682766914368,0.8293333053588867,0.9079592227935792,0.9079592227935792,0.9181362390518188,0.9408228397369384,0.8649185299873352,0.2544215619564056,0.9087210297584534,0.9087210297584534,0.894717812538147,0.9277510046958924,0.9036944508552552,0.9088050723075868,0.9088050723075868,0.9428135752677916,0.9542682766914368,0.8293333053588867,0.9543960690498352,0.9543960690498352,0.9445608854293824,0.9628430008888244,0.955784261226654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8473991751670837,0.565892219543457,0.565892219543457,0.933390974998474,0.050000000745058,0.7142857313156128,0.5492040514945984,0.5492040514945984,0.946491241455078,0.0645161271095275,0.6366047859191895,0.3762352168560028,0.5416787266731262,0.5416787266731262,0.959964394569397,0.0909090936183929,0.5741626620292664,0.565892219543457,0.565892219543457,0.933390974998474,0.050000000745058,0.7142857313156128,0.8924683928489685,0.8924683928489685,0.7606382966041565,0.9924471378326416,0.9243197441101074,
16,2090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9758286476135254,0.9053306579589844,0.9053306579589844,0.936380922794342,0.9531428813934326,0.8264683485031128,0.904548406600952,0.904548406600952,0.9129062294960022,0.9418407678604126,0.8588981628417969,0.257607638835907,0.9051200747489928,0.9051200747489928,0.8905797004699707,0.9308035969734192,0.8939769268035889,0.9053306579589844,0.9053306579589844,0.936380922794342,0.9531428813934326,0.8264683485031128,0.9526806473731996,0.9526806473731996,0.942443311214447,0.9645511507987976,0.9510475993156432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9093996286392212,0.5714052319526672,0.5714052319526672,0.9558823704719543,0.050000000745058,0.7083333134651184,0.5702839493751526,0.5702839493751526,0.9567099809646606,0.050000000745058,0.7041420340538025,0.3342428505420685,0.5691797137260437,0.5691797137260437,0.9575390219688416,0.050000000745058,0.699999988079071,0.5714052319526672,0.5714052319526672,0.9558823704719543,0.050000000745058,0.7083333134651184,0.8938813209533691,0.8938813209533691,0.7393617033958435,0.9856495261192322,0.956632673740387,
17,2213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9786229133605956,0.9141128659248352,0.9141128659248352,0.946666657924652,0.9523627758026124,0.8433091640472412,0.913479506969452,0.913479506969452,0.9251675605773926,0.9433748722076416,0.871895968914032,0.2420136630535125,0.9138889908790588,0.9138889908790588,0.9046232104301452,0.9345549941062928,0.9024887681007384,0.9141128659248352,0.9141128659248352,0.946666657924652,0.9523627758026124,0.8433091640472412,0.9570627212524414,0.9570627212524414,0.9500666856765748,0.9666539430618286,0.9544675350189208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8667606115341187,0.582493007183075,0.582493007183075,0.911764681339264,0.050000000745058,0.7857142686843872,0.5471713542938232,0.5471713542938232,0.9402319192886353,0.0666666701436042,0.6346153616905212,0.3835763931274414,0.534264087677002,0.534264087677002,0.970534086227417,0.1000000014901161,0.5322580933570862,0.582493007183075,0.582493007183075,0.911764681339264,0.050000000745058,0.7857142686843872,0.9081167578697203,0.9081167578697203,0.8297872543334961,0.9932023882865906,0.90136057138443,
18,2336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9799090623855592,0.9166666865348816,0.9166666865348816,0.9401676654815674,0.9580792784690856,0.8517530560493469,0.9161583781242372,0.9161583781242372,0.9208660125732422,0.9499338865280152,0.8776752352714539,0.2342803031206131,0.9164971709251404,0.9164971709251404,0.9023408889770508,0.9419258236885072,0.9052248001098632,0.9166666865348816,0.9166666865348816,0.9401676654815674,0.9580792784690856,0.8517530560493469,0.9583333134651184,0.9583333134651184,0.9491235017776488,0.9704649448394777,0.9554116129875184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8478425741195679,0.577893078327179,0.577893078327179,0.850346028804779,0.050000000745058,0.8333333134651184,0.514045000076294,0.514045000076294,0.9080831408500672,0.0370370373129844,0.5970149040222168,0.487949401140213,0.4895866215229034,0.4895866215229034,0.9742318987846376,0.0294117648154497,0.4651162922382355,0.577893078327179,0.577893078327179,0.850346028804779,0.050000000745058,0.8333333134651184,0.8999576568603516,0.8999576568603516,0.8617021441459656,0.9750755429267884,0.863095223903656,
19,2459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9815165996551514,0.9199695587158204,0.9199695587158204,0.9401676654815674,0.9615091681480408,0.8582317233085632,0.9194838404655457,0.9194838404655457,0.9267467856407166,0.9506405591964722,0.8810641765594482,0.2233981490135193,0.9196210503578186,0.9196210503578186,0.913703680038452,0.940014898777008,0.9051446914672852,0.9199695587158204,0.9199695587158204,0.9401676654815674,0.9615091681480408,0.8582317233085632,0.9599847793579102,0.9599847793579102,0.9556021094322203,0.9693216681480408,0.9550305008888244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8989700078964233,0.572675347328186,0.572675347328186,0.9299308061599731,0.050000000745058,0.738095223903656,0.5514469742774963,0.5514469742774963,0.9463028311729432,0.0588235296308994,0.6492146849632263,0.3551892042160034,0.538043200969696,0.538043200969696,0.9632616639137268,0.0714285746216774,0.5794392228126526,0.572675347328186,0.572675347328186,0.9299308061599731,0.050000000745058,0.738095223903656,0.8985218405723572,0.8985218405723572,0.7819148898124695,0.9901812672615052,0.9234693646430968,
20,2582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9811925292015076,0.9222421646118164,0.9222421646118164,0.9359756112098694,0.970285713672638,0.8604651093482971,0.9217826724052428,0.9217826724052428,0.9198501706123352,0.9602261781692504,0.8852716088294983,0.2197277098894119,0.9220649600028992,0.9220649600028992,0.9042710065841676,0.950373113155365,0.9115508794784546,0.9222421646118164,0.9222421646118164,0.9359756112098694,0.970285713672638,0.8604651093482971,0.9611291289329528,0.9611291289329528,0.9504573345184326,0.9746521711349488,0.9582777619361876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8883693218231201,0.5690640807151794,0.5690640807151794,0.9429065585136414,0.050000000745058,0.7142857313156128,0.5570878386497498,0.5570878386497498,0.9519650936126708,0.0526315793395042,0.6666666865348816,0.341407835483551,0.5472516417503357,0.5472516417503357,0.9611992835998536,0.0555555559694767,0.625,0.5690640807151794,0.5690640807151794,0.9429065585136414,0.050000000745058,0.7142857313156128,0.8972976803779602,0.8972976803779602,0.7659574747085571,0.9871601462364196,0.9387755393981934,
21,2705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9839191436767578,0.92834734916687,0.92834734916687,0.9492753744125366,0.9741051197052002,0.8616616129875183,0.927797555923462,0.927797555923462,0.9270018339157104,0.9616541266441344,0.8947368264198303,0.2021819502115249,0.9285733103752136,0.9285733103752136,0.9057496190071106,0.9495174288749696,0.9304527044296264,0.92834734916687,0.92834734916687,0.9492753744125366,0.9741051197052002,0.8616616129875183,0.9641798138618468,0.9641798138618468,0.9506666660308838,0.9740754961967468,0.9677972793579102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8996526598930359,0.5759982466697693,0.5759982466697693,0.9160899519920348,0.050000000745058,0.761904776096344,0.5475764870643616,0.5475764870643616,0.9396628141403198,0.0740740746259689,0.6289926171302795,0.3671200573444366,0.5476343035697937,0.5476343035697937,0.9644808769226074,0.1428571492433548,0.5355648398399353,0.5759982466697693,0.5759982466697693,0.9160899519920348,0.050000000745058,0.761904776096344,0.8978778719902039,0.8978778719902039,0.792553186416626,0.995468258857727,0.9056122303009032,
22,2828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9842220544815063,0.9316596388816832,0.9316596388816832,0.948190450668335,0.972931742668152,0.8738567233085632,0.9312106966972352,0.9312106966972352,0.9339587092399596,0.9593985080718994,0.9002748131752014,0.2001131772994995,0.931574821472168,0.931574821472168,0.9201478958129884,0.9462365508079528,0.9283400774002076,0.9316596388816832,0.9316596388816832,0.948190450668335,0.972931742668152,0.8738567233085632,0.9658274054527284,0.9658274054527284,0.958833634853363,0.9723756909370422,0.9662728905677797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.879741370677948,0.5432704091072083,0.5432704091072083,0.9429065585136414,0.050000000745058,0.636904776096344,0.5384424924850464,0.5384424924850464,0.9465913772583008,0.0555555559694767,0.6131805181503296,0.33686363697052,0.5346551537513733,0.5346551537513733,0.950305163860321,0.0625,0.591160237789154,0.5432704091072083,0.5432704091072083,0.9429065585136414,0.050000000745058,0.636904776096344,0.8741846680641174,0.8741846680641174,0.6968085169792175,0.9886707067489624,0.9370748400688172,
23,2951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9816243648529052,0.9200981259346008,0.9200981259346008,0.9489523768424988,0.9618757367134094,0.8494664430618286,0.9194791316986084,0.9194791316986084,0.925334334373474,0.9520754814147948,0.8810276389122009,0.2185390293598175,0.9201202988624572,0.9201202988624572,0.902863383293152,0.9424729347229004,0.9150246381759644,0.9200981259346008,0.9200981259346008,0.9489523768424988,0.9618757367134094,0.8494664430618286,0.9600469470024108,0.9600469470024108,0.9489231705665588,0.9706611037254332,0.9605563879013062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8856981992721558,0.5701625943183899,0.5701625943183899,0.8866782188415527,0.050000000745058,0.773809552192688,0.5250295996665955,0.5250295996665955,0.92592591047287,0.0555555559694767,0.5936073064804077,0.4684843719005584,0.5042635798454285,0.5042635798454285,0.9688090682029724,0.0625,0.4814814925193786,0.5701625943183899,0.5701625943183899,0.8866782188415527,0.050000000745058,0.773809552192688,0.8980303406715393,0.8980303406715393,0.8244680762290955,0.9886707067489624,0.8809523582458496,
24,3074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9867624044418336,0.9371204376220704,0.9371204376220704,0.9573333263397216,0.96988183259964,0.8841463327407837,0.936811625957489,0.936811625957489,0.9378615617752076,0.9645497798919678,0.908023476600647,0.1829621940851211,0.9372227191925048,0.9372227191925048,0.9191660284996032,0.959276020526886,0.9332260489463806,0.9371204376220704,0.9371204376220704,0.9573333263397216,0.96988183259964,0.8841463327407837,0.9685580730438232,0.9685580730438232,0.957880675792694,0.9794246554374696,0.9683688879013062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87591952085495,0.5872232913970947,0.5872232913970947,0.8961937427520752,0.050000000745058,0.8154761791229248,0.5433886647224426,0.5433886647224426,0.9333333373069764,0.0769230797886848,0.6199095249176025,0.4496642649173736,0.5467836260795593,0.5467836260795593,0.9736841917037964,0.1666666716337204,0.5,0.5872232913970947,0.5872232913970947,0.8961937427520752,0.050000000745058,0.8154761791229248,0.9102635979652404,0.9102635979652404,0.8510638475418091,0.9962235689163208,0.8835033774375916,
25,3197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9833149909973145,0.9239916801452636,0.9239916801452636,0.9383326768875122,0.9714285731315612,0.8622137308120728,0.9235839247703552,0.9235839247703552,0.9187476634979248,0.962809145450592,0.8891950249671936,0.2067967355251312,0.9240748286247252,0.9240748286247252,0.8999634981155396,0.9543412923812866,0.9179195165634156,0.9239916801452636,0.9239916801452636,0.9383326768875122,0.9714285731315612,0.8622137308120728,0.9620156288146972,0.9620156288146972,0.947759747505188,0.9767486453056335,0.9615384340286256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3198.0,0.90458083152771,0.5900545120239258,0.5900545120239258,0.9987349510192872,0.1428571492433548,0.6285714507102966,0.6090095639228821,0.6090095639228821,0.9871835112571716,0.0909090936183929,0.7489361763000488,0.1308269053697586,0.6562928557395935,0.6562928557395935,0.975896179676056,0.0666666701436042,0.9263157844543456,0.5900545120239258,0.5900545120239258,0.9987349510192872,0.1428571492433548,0.6285714507102966,0.907383680343628,0.907383680343628,0.7346938848495483,0.9918652176856996,0.995591938495636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,0.90458083152771,,0.5900545716285706,0.9987349510192871,0.1428571492433548,0.6285714507102966,,0.6090096235275269,0.9871835112571716,0.09090909361839294,0.7489361763000488,0.13082689888499402,,0.6562928557395935,0.9758961796760559,0.06666667014360428,0.9263157844543457,,0.5900545716285706,0.9987349510192871,0.1428571492433548,0.6285714507102966,,0.9073836803436279,0.7346938848495483,0.9918652176856995,0.995591938495636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test
